

TIME =   1.000e+00

Nodal Displacements

 Node          U1          U2          U3
  4.678e+02  -4.916e+02  -4.679e+02  -1.304e+01  -6.993e+01   2.808e+02
  5.149e+02   5.911e+03   1.296e+03  -5.673e+02  -5.443e+02   7.554e+01
  5.413e+02   9.290e+03   2.230e+03  -8.597e+02  -8.058e+02  -3.158e+01
Element    27
 -9.693e+02  -5.830e+03  -2.183e+03   1.803e+03   2.110e+02   1.293e+02
 -8.073e+02  -3.856e+03  -1.656e+03   1.192e+03  -5.052e+01   2.107e+01
 -4.969e+02  -1.106e+02  -6.503e+02   3.334e+01  -5.588e+02  -1.772e+02
 -1.823e+02   3.639e+03   3.651e+02  -1.125e+03  -1.083e+03  -3.666e+02
 -1.459e+01   5.619e+03   9.046e+02  -1.736e+03  -1.367e+03  -4.630e+02
Element    28
 -8.544e+00  -5.727e+03  -1.646e+03   1.651e+03   3.293e+02   6.494e+02
  1.411e+02  -3.868e+03  -1.105e+03   1.081e+03   8.296e+01   4.663e+02
  4.286e+02  -3.391e+02  -7.102e+01   1.191e+00  -3.957e+02   1.251e+02
  7.211e+02   3.195e+03   9.742e+02  -1.079e+03  -8.898e+02  -2.086e+02
  8.775e+02   5.061e+03   1.530e+03  -1.649e+03  -1.157e+03  -3.816e+02
Element    29
 -1.097e+03  -3.004e+03  -1.140e+03   1.803e+03   1.628e+02   6.225e+02
 -7.929e+02  -2.003e+03  -8.161e+02   1.183e+03  -4.141e+01   4.289e+02
 -2.144e+02  -1.058e+02  -1.990e+02   7.085e+00  -4.347e+02   6.934e+01
  3.659e+02   1.794e+03   4.222e+02  -1.169e+03  -8.360e+02  -2.802e+02
  6.728e+02   2.797e+03   7.516e+02  -1.789e+03  -1.051e+03  -4.606e+02
Element    30
 -5.786e+02  -2.622e+03  -5.014e+02   1.627e+03   3.267e+01   8.762e+02
 -3.044e+02  -1.802e+03  -2.517e+02   1.082e+03  -1.156e+02   6.154e+02
  2.168e+02  -2.470e+02   2.246e+02   4.907e+01  -4.018e+02   1.277e+02
  7.398e+02   1.310e+03   7.048e+02  -9.841e+02  -6.947e+02  -3.513e+02
