

TIME =   1.000e-01

Nodal Displacements

 Node          U1          U2          U3
  426   9.158e-02  -1.137e-01  -4.922e-01
  427   6.550e-02  -1.471e-01  -5.527e-01
  428   4.352e-02  -1.816e-01  -6.100e-01
  429   2.620e-02  -2.153e-01  -6.624e-01
  430   1.367e-02  -2.464e-01  -7.080e-01
  431   5.640e-03  -2.729e-01  -7.452e-01
  432   1.423e-03  -2.933e-01  -7.727e-01
  433  -2.025e-05  -3.061e-01  -7.897e-01
  434   0.000e+00  -3.105e-01  -7.954e-01
  435   2.171e-01   1.473e-05  -2.045e-01
  436   2.069e-01  -1.533e-03  -2.220e-01
  437   1.910e-01  -5.990e-03  -2.500e-01
  438   1.705e-01  -1.434e-02  -2.872e-01
  439   1.470e-01  -2.710e-02  -3.318e-01
  440   1.221e-01  -4.434e-02  -3.820e-01
  441   9.717e-02  -6.566e-02  -4.356e-01
  442   7.368e-02  -9.030e-02  -4.906e-01
  443   5.268e-02  -1.171e-01  -5.450e-01
  444   3.497e-02  -1.448e-01  -5.966e-01
  445   2.101e-02  -1.719e-01  -6.438e-01
  446   1.093e-02  -1.969e-01  -6.849e-01
  447   4.484e-03  -2.182e-01  -7.185e-01
  448   1.112e-03  -2.345e-01  -7.434e-01
  449  -3.004e-05  -2.447e-01  -7.587e-01
  450   0.000e+00  -2.482e-01  -7.638e-01
  451   1.703e-01   3.030e-05  -2.384e-01
  452   1.625e-01  -1.139e-03  -2.535e-01
  453   1.501e-01  -4.559e-03  -2.778e-01
  454   1.342e-01  -1.101e-02  -3.103e-01
  455   1.159e-01  -2.093e-02  -3.493e-01
  456   9.631e-02  -3.439e-02  -3.934e-01
  457   7.672e-02  -5.112e-02  -4.405e-01
  458   5.819e-02  -7.049e-02  -4.891e-01
  459   4.159e-02  -9.166e-02  -5.371e-01
  460   2.758e-02  -1.135e-01  -5.828e-01
  461   1.655e-02  -1.349e-01  -6.247e-01
  462   8.580e-03  -1.546e-01  -6.611e-01
  463   3.497e-03  -1.714e-01  -6.909e-01
  464   8.475e-04  -1.842e-01  -7.129e-01
  465  -3.876e-05  -1.923e-01  -7.265e-01
  466   0.000e+00  -1.950e-01  -7.311e-01
  467   1.310e-01   4.223e-05  -2.716e-01
  468   1.250e-01  -8.235e-04  -2.845e-01
  469   1.156e-01  -3.399e-03  -3.053e-01
  470   1.035e-01  -8.293e-03  -3.331e-01
  471   8.942e-02  -1.586e-02  -3.667e-01
  472   7.439e-02  -2.617e-02  -4.047e-01
  473   5.929e-02  -3.902e-02  -4.455e-01
  474   4.498e-02  -5.395e-02  -4.875e-01
  475   3.214e-02  -7.028e-02  -5.292e-01
  476   2.130e-02  -8.719e-02  -5.690e-01
  477   1.275e-02  -1.037e-01  -6.054e-01
  478   6.587e-03  -1.190e-01  -6.371e-01
  479   2.661e-03  -1.319e-01  -6.630e-01
  480   6.246e-04  -1.419e-01  -6.823e-01
  481  -4.581e-05  -1.481e-01  -6.941e-01
  482   0.000e+00  -1.502e-01  -6.980e-01
  483   9.834e-02   4.998e-05  -3.036e-01
  484   9.392e-02  -5.737e-04  -3.144e-01
  485   8.693e-02  -2.471e-03  -3.319e-01
  486   7.785e-02  -6.100e-03  -3.554e-01
  487   6.733e-02  -1.174e-02  -3.837e-01
  488   5.604e-02  -1.945e-02  -4.159e-01
  489   4.469e-02  -2.909e-02  -4.504e-01
  490   3.390e-02  -4.031e-02  -4.861e-01
  491   2.422e-02  -5.262e-02  -5.215e-01
  492   1.603e-02  -6.537e-02  -5.554e-01
  493   9.573e-03  -7.787e-02  -5.864e-01
  494   4.923e-03  -8.936e-02  -6.135e-01
  495   1.967e-03  -9.916e-02  -6.356e-01
  496   4.409e-04  -1.066e-01  -6.520e-01
  497  -5.037e-05  -1.113e-01  -6.621e-01
  498   0.000e+00  -1.129e-01  -6.655e-01
  499   7.177e-02   5.474e-05  -3.339e-01
  500   6.857e-02  -3.786e-04  -3.428e-01
  501   6.349e-02  -1.734e-03  -3.572e-01
  502   5.689e-02  -4.352e-03  -3.766e-01
  503   4.923e-02  -8.436e-03  -4.000e-01
  504   4.099e-02  -1.404e-02  -4.265e-01
  505   3.269e-02  -2.107e-02  -4.552e-01
  506   2.479e-02  -2.927e-02  -4.848e-01
  507   1.769e-02  -3.828e-02  -5.142e-01
  508   1.169e-02  -4.762e-02  -5.424e-01
  509   6.961e-03  -5.678e-02  -5.682e-01
  510   3.557e-03  -6.521e-02  -5.908e-01
  511   1.398e-03  -7.240e-02  -6.092e-01
  512   2.924e-04  -7.790e-02  -6.229e-01
  513  -5.320e-05  -8.134e-02  -6.313e-01
  514   0.000e+00  -8.251e-02  -6.342e-01
  515   5.062e-02   5.694e-05  -3.621e-01
  516   4.837e-02  -2.285e-04  -3.692e-01
  517   4.480e-02  -1.163e-03  -3.808e-01
  518   4.015e-02  -2.987e-03  -3.963e-01
  519   3.475e-02  -5.847e-03  -4.152e-01
  520   2.894e-02  -9.788e-03  -4.366e-01
  521   2.307e-02  -1.474e-02  -4.597e-01
  522   1.749e-02  -2.053e-02  -4.836e-01
  523   1.246e-02  -2.689e-02  -5.074e-01
  524   8.215e-03  -3.351e-02  -5.302e-01
  525   4.869e-03  -3.999e-02  -5.512e-01
  526   2.464e-03  -4.597e-02  -5.695e-01
  527   9.458e-04  -5.106e-02  -5.844e-01
  528   1.756e-04  -5.496e-02  -5.955e-01
  529  -5.380e-05  -5.740e-02  -6.023e-01
  530   0.000e+00  -5.823e-02  -6.046e-01
  531   3.426e-02   5.505e-05  -3.877e-01
  532   3.274e-02  -1.216e-04  -3.933e-01
